X,Y
624,650
994,640
305,200
414,52
359,509
9,347
985,286
62,761
5,937
984,932
567,558
719,584
343,468
866,517
635,537
637,27
63,806
167,596
162,406
923,499
709,642
555,120
161,782
582,488
460,537
559,510
549,472
971,310
321,46
83,388
176,964
552,735
821,404
566,368
413,478
799,438
645,88
204,388
95,735
134,497
940,284
290,936
26,245
485,142
508,370
366,430
170,854
471,106
25,500
471,506
806,830
606,39
312,68
9,641
905,709
882,420
581,217
191,626
938,43
270,35
215,537
130,104
292,570
898,137
293,437
358,557
202,588
1,577
603,827
693,374
557,722
613,671
3,190
201,467
334,896
101,316
180,405
931,407
596,456
576,456
718,789
635,217
580,740
676,899
950,96
435,552
929,854
351,296
309,288
666,288
118,13
583,621
681,119
780,8
724,185
609,733
938,680
375,979
295,930
145,692
947,699
817,551
218,165
217,653
611,411
388,655
571,737
354,157
477,111
93,521
223,883
867,540
542,522
850,215
554,190
435,954
991,148
618,16
534,316
628,937
977,690
104,810
620,795
145,771
812,573
12,826
230,532
313,697
606,693
729,303
208,742
189,579
699,47
547,739
566,881
300,918
279,336
951,997
981,100
722,83
939,452
816,949
524,775
418,189
477,915
145,89
165,398
293,979
435,752
245,39
651,829
247,735
816,260
524,401
74,695
884,86
66,251
977,182
204,171
742,781
725,140
896,98
35,160
726,932
45,112
489,653
713,48
49,102
688,721
88,152
642,743
993,613
945,229
898,497
544,407
880,604
662,610
712,327
220,153
27,322
387,535
310,49
316,289
849,777
424,203
840,377
541,595
769,803
540,670
917,334
403,825
520,366
615,320
251,506
29,689
775,76
537,708
613,642
879,219
819,416
355,483
638,883
270,730
643,901
302,878
34,607
20,420
592,879
866,557
843,45
891,674
575,493
583,553
498,49
196,899
701,455
768,356
540,948
918,807
198,255
428,447
714,906
220,582
380,998
970,896
7,828
342,464
397,706
360,808
996,894
180,308
62,230
960,114
535,54
211,819
992,996
861,465
555,823
0,352
470,212
700,135
199,203
511,278
977,898
657,968
67,470
592,554
974,590
446,395
276,161
467,739
674,413
557,835
352,625
415,901
214,57
108,163
804,734
431,253
349,617
803,285
873,284
836,396
866,284
283,269
879,429
912,606
723,315
426,425
362,583
691,580
59,436
935,825
341,184
990,919
377,251
79,37
705,313
169,988
938,105
953,155
330,494
353,172
857,879
389,450
976,380
377,871
751,561
458,52
588,262
184,928
222,766
47,319
585,2
226,399
950,950
477,703
607,667
984,53
151,116
378,825
47,433
932,908
68,14
444,739
192,679
662,385
81,962
484,188
933,479
227,830
229,290
358,108
87,260
105,518
983,619
281,544
833,899
132,951
354,156
872,860
264,84
120,256
978,215
649,519
102,131
304,867
400,702
851,68
817,264
139,757
493,80
995,98
44,343
401,446
779,513
735,356
48,72
434,896
498,7
77,681
642,765
171,284
386,334
158,562
301,405
884,84
184,502
164,0
802,69
542,965
283,122
509,250
782,237
329,845
1000,658
791,594
767,918
452,982
938,176
291,858
447,351
725,473
63,728
918,49
416,325
205,999
635,395
682,527
836,586
643,769
933,796
759,939
887,70
828,512
310,527
950,984
623,507
690,19
228,968
131,69
132,621
895,635
636,577
959,520
779,391
331,726
250,154
761,416
814,178
888,557
117,318
845,990
597,955
188,269
812,741
162,376
595,351
757,942
182,757
55,260
846,73
461,692
530,306
263,488
557,400
71,716
272,57
700,683
69,512
214,630
245,144
644,104
439,176
53,52
938,65
909,598
468,584
482,771
586,399
744,167
319,367
462,510
190,29
927,954
201,940
141,901
790,376
900,881
908,964
160,550
865,533
465,140
6,22
957,986
594,682
430,224
706,918
731,55
911,950
742,393
291,734
458,800
3,474
529,886
234,993
305,408
19,969
419,517
225,487
300,749
232,716
293,719
253,96
925,390
978,48
582,140
96,334
31,436
477,315
613,262
788,338
359,994
228,818
683,646
611,20
304,600
535,166
525,202
960,420
208,736
762,658
836,157
41,649
846,837
633,822
247,502
399,694
779,58
143,568
179,470
791,402
142,529
44,270
328,516
487,83
125,645
934,953
698,100
483,532
469,630
925,78
477,324
299,283
930,281
718,813
581,421
586,821
573,857
394,637
653,51
636,279
68,385
463,207
316,445
972,305
644,889
636,421
627,735
916,8
498,461
937,982
777,489
11,470
999,617
249,653
666,166
462,145
548,822
146,10
320,426
460,766
168,78
81,83
503,765
872,240
814,54
614,346
668,416
488,11
936,442
578,603
549,563
627,26
450,739
815,787
884,830
834,915
749,528
143,344
394,201
193,825
323,174
127,752
638,238
629,523
754,413
439,555
963,645
784,0
43,840
599,65
129,670
701,695
945,746
265,852
336,121
836,16
587,588
625,147
818,9
981,80
463,942
659,943
582,632
720,827
181,426
456,951
931,515
543,789
956,637
188,826
111,888
951,870
545,187
80,528
84,279
754,438
662,154
366,775
299,30
422,997
96,513
113,384
641,690
303,818
304,491
689,63
251,358
357,52
722,787
32,519
535,416
356,616
592,776
515,164
753,313
70,212
400,446
391,621
894,73
853,140
159,259
636,466
504,678
333,768
289,589
319,59
807,277
127,46
344,979
360,269
66,32
984,851
556,757
144,546
271,37
734,793
802,278
404,241
895,278
29,893
265,925
546,924
225,12
806,369
127,531
452,881
902,501
203,555
672,898
54,91
636,976
414,282
892,807
988,970
400,821
322,777
315,572
677,994
127,528
595,224
526,653
910,99
611,524
174,645
173,652
309,555
66,570
297,853
677,230
625,803
277,50
19,976
689,643
446,458
865,282
624,194
242,158
144,866
293,723
273,915
662,516
186,547
389,527
980,425
48,589
907,468
997,937
329,254
280,963
414,346
738,961
163,804
357,48
872,695
323,949
334,362
797,114
532,516
177,575
460,393
12,312
668,266
308,6
392,111
568,216
441,54
592,70
471,48
271,449
367,468
31,135
333,929
407,196
956,280
486,199
199,884
424,752
363,399
650,541
72,459
677,746
156,27
960,608
678,927
562,670
471,644
757,916
701,556
646,430
164,435
384,440
57,439
521,118
483,316
0,581
107,476
581,550
548,75
914,860
641,316
388,883
794,726
853,267
539,865
574,405
897,213
157,564
92,603
652,74
285,366
291,986
695,751
899,749
636,54
483,398
882,630
26,917
301,112
625,134
613,208
102,308
190,418
368,657
25,858
548,142
121,472
998,842
700,876
834,653
741,454
970,290
589,218
397,251
465,251
126,276
149,150
728,510
383,166
267,562
42,161
790,499
642,602
279,788
446,384
970,694
480,809
631,628
884,113
5,292
851,691
686,948
778,932
119,35
167,675
646,144
464,675
808,713
797,888
576,222
130,17
3,431
35,22
0,51
80,344
737,771
55,554
588,690
586,526
270,773
215,533
516,294
69,505
205,538
97,709
808,565
941,721
14,139
417,571
830,226
426,886
855,403
977,806
390,66
64,647
814,793
816,107
898,658
573,757
909,324
91,346
645,260
464,179
666,424
140,507
881,47
305,181
475,497
339,247
871,930
636,685
500,294
31,134
767,436
87,478
958,870
151,655
972,303
956,16
795,810
76,723
666,962
355,883
92,282
639,520
289,362
181,235
932,394
486,189
639,586
924,393
36,571
688,532
952,184
867,66
293,743
867,211
647,967
557,848
787,381
727,840
181,995
455,365
87,72
103,157
250,825
586,495
945,273
673,511
966,151
843,367
966,794
452,544
565,290
411,406
811,66
961,526
303,15
467,881
326,493
369,27
551,685
717,451
65,681
905,700
141,268
932,958
197,190
865,863
642,450
762,565
741,742
524,473
419,572
833,998
329,474
333,628
301,930
213,401
430,158
690,43
619,93
113,557
21,549
171,417
114,246
706,597
529,994
165,149
249,899
894,934
951,432
79,361
416,609
51,693
180,250
691,532
755,474
562,824
320,143
474,28
904,979
479,187
510,534
402,392
790,189
659,584
895,231
256,469
884,59
990,142
576,836
337,56
921,14
648,418
620,902
701,622
740,494
982,758
132,464
846,84
783,457
65,109
450,864
809,298
647,113
130,511
991,506
626,815
437,607
614,207
502,141
344,435
40,400
104,937
165,810
139,210
191,740
722,554
818,710
246,767
127,418
299,295
912,451
114,50
168,900
429,736
253,837
196,807
765,328
611,560
80,718
226,125
722,564
691,492
44,337
643,841
27,852
256,670
209,43
396,435
198,98
992,284
951,89
816,651
825,196
196,933
142,258
143,966
831,749
442,175
30,172
369,649
999,843
426,543
600,48
155,626
90,633
868,340
315,917
859,721
879,680
544,305
525,890
430,968
986,664
373,798
584,300
566,97
706,580
162,298
182,355
847,178
420,17
287,864
713,732
539,874
865,744
946,396
249,728
720,5
607,643
343,83
568,721
733,200
564,274
754,728
905,39
223,487
512,464
681,754
830,599
845,276
670,845
419,399
453,12
681,201
126,100
349,376
287,300
401,808
732,423
418,894
623,37
132,727
908,797
404,384
260,239
589,199
932,258
382,181
656,641
278,840
726,681
582,812
363,87
137,344
586,548
37,796
252,204
453,235
160,276
13,335
186,501
885,489
297,487
714,880
488,428
306,253
330,847
429,943
800,521
602,76
517,930
223,380
613,52
364,867
40,241
199,656
168,887
144,828
900,853
695,776
698,317
859,611
85,288
681,524
450,167
222,107
662,871
191,61
378,218
609,841
333,791
113,341
882,288
77,4
615,169
538,418
883,170
326,922
883,247
851,316
812,512
520,380
110,961
149,727
129,260
227,219
832,312
575,855
380,49
752,854
540,273
916,32
549,975
134,298
893,991
325,488
496,165
521,677
228,814
970,470
239,125
560,904
20,420
596,131
306,844
947,575
783,289
635,316
259,373
802,428
235,276
953,478
967,188
610,619
395,802
927,592
253,153
37,367
189,548
860,787
472,266
591,211
463,102
968,173
13,402
146,308
782,682
775,870
802,239
674,873
679,583
21,865
570,73
334,658
50,887
239,699
749,831
855,112
389,145
849,980
605,277
489,569
676,276
972,248
221,631
960,738
421,575
124,2
964,799
744,931
125,384
750,159
651,443
737,997
174,615
410,52
529,817
39,886
752,153
449,671
32,595
216,89
713,750
99,927
61,369
802,441
620,808
393,932
808,870
533,895
122,932
186,711
808,283
244,38
122,694
247,872
689,491
287,374
865,303
946,559
604,953
664,225
284,151
45,250
492,590
103,409
813,129
170,421
902,538
117,644
645,300
872,56
490,863
785,145
195,518
857,235
714,897
727,220
821,964
571,557
34,416
608,777
307,943
494,917
856,628
764,896
394,400
488,167
854,112
415,266
245,639
959,289
625,946
746,140
208,285
707,500
939,347
502,544
150,392
276,605
833,990
55,91
459,177
198,559
576,38
917,966
828,728
308,1000
690,229
507,334
113,709
651,199
293,32
74,567
368,315
777,898
371,714
432,100
410,841
297,852
568,884
327,521
977,74
630,587
372,270
571,725
10,586
268,982
567,253
377,335
530,780
920,619
863,19
630,370
565,414
217,78
856,490
514,840
471,316
842,271
517,512
114,280
326,293
618,116
343,706
295,648
893,139
617,62
342,779
211,714
723,888
382,9
579,618
111,878
841,526
794,950
822,523
88,868
234,490
691,607
584,214
9,143
725,508
392,523
694,786
512,725
697,802
350,884
996,950
583,957
358,858
739,258
360,526
475,396
921,600
881,667
103,259
265,34
307,550
757,976
919,223
959,898
518,722
612,621
474,762
956,709
517,487
387,773
56,665
350,882
524,63
775,448
565,976
843,639
873,690
622,334
132,402
745,33
226,500
855,874
29,783
291,605
822,821
120,805
481,211
825,650
724,615
157,843
806,152
348,110
934,374
834,780
563,552
897,509
81,216
695,505
1000,865
214,222
524,345
510,81
789,824
571,657
154,742
480,681
718,707
688,181
481,807
902,640
349,27
0,805
887,770
151,847
628,988
646,710
357,778
534,328
42,818
296,643
196,221
594,533
841,474
803,419
727,9
798,776
688,635
149,976
865,80
970,643
744,845
339,56
540,386
98,478
629,695
66,978
507,855
341,379
89,417
725,970
158,971
158,193
416,510
791,651
783,299
29,171
87,195
814,90
34,934
837,671
575,551
921,79
432,671
437,466
497,682
992,343
745,755
287,637
755,240
411,93
891,658
408,119
719,250
683,951
82,735
252,989
25,405
521,261
858,309
320,452
416,277
499,835
676,927
684,54
771,272
54,346
917,351
378,912
77,874
330,141
613,862
310,515
975,927
565,90
625,846
567,264
638,867
911,899
679,804
515,398
649,239
68,822
607,657
880,650
246,528
701,9
566,411
907,8
325,916
782,29
851,436
214,239
8,32
454,241
172,258
406,502
216,899
96,504
656,82
252,437
161,388
305,947
161,766
605,702
36,355
730,116
134,732
231,186
20,484
922,467
851,922
120,467
624,400
81,484
303,422
563,318
340,492
479,710
303,804
898,298
240,88
266,964
28,406
987,387
810,588
137,755
890,712
618,863
192,77
796,898
738,21
543,545
477,1
802,899
911,218
474,179
656,881
813,22
626,949
46,327
568,626
755,593
951,304
317,409
301,860
43,246
163,192
591,841
586,531
473,687
914,934
691,990
116,887
823,584
505,814
170,967
396,482
991,839
703,664
510,357
503,863
458,875
529,326
36,136
324,816
460,821
724,425
834,525
99,916
580,778
723,9
523,471
510,485
567,659
301,247
214,632
671,856
708,699
4,45
406,567
467,987
32,415
974,926
856,580
668,168
400,308
822,566
728,685
239,91
297,324
382,65
112,369
586,736
758,209
503,524
155,477
901,828
550,633
568,221
171,420
528,503
899,719
355,270
808,450
501,414
559,945
594,150
819,438
618,790
667,268
217,693
878,683
364,778
614,2
368,64
595,727
504,163
784,658
623,729
721,820
385,956
765,676
802,294
350,121
512,488
734,780
292,36
157,469
976,403
711,628
776,549
137,444
737,53
534,80
880,511
619,785
302,873
889,569
885,576
712,967
131,163
881,17
885,5
449,66
968,454
568,452
410,739
741,930
809,731
454,49
657,2
318,812
306,980
941,458
204,96
782,201
453,69
797,830
634,863
463,910
216,541
742,993
843,245
750,542
356,614
884,463
495,83
835,836
304,950
20,811
130,452
163,787
568,850
737,904
926,164
253,905
921,195
84,871
719,440
497,582
192,570
727,533
360,187
113,469
314,908
1,402
992,54
333,362
214,802
988,501
895,691
597,167
188,340
16,17
368,248
660,557
182,328
184,571
26,240
234,593
1,838
582,582
654,811
756,303
712,616
930,988
893,41
468,547
445,553
251,733
871,87
433,446
103,804
286,732
217,720
271,233
881,646
761,71
672,914
34,193
498,636
713,38
548,45
978,306
27,801
335,626
317,397
885,170
111,507
97,271
937,864
167,683
316,893
569,634
879,581
231,820
654,598
581,699
972,83
963,444
389,708
51,675
15,170
278,387
418,397
979,226
402,666
858,912
51,734
396,667
854,787
75,179
109,893
280,320
226,558
395,696
565,552
71,639
288,896
810,961
408,296
859,266
317,940
411,361
476,305
608,612
394,795
963,740
648,300
916,361
184,896
445,209
237,474
572,908
937,344
604,698
319,209
224,638
660,725
833,680
564,812
455,282
44,155
485,176
222,257
97,855
667,548
741,133
202,63
26,714
512,316
453,875
500,4
601,159
629,352
317,988
139,167
429,798
625,647
429,103
580,592
792,405
245,455
784,295
106,770
2,66
47,630
346,242
417,204
604,18
902,435
996,347
200,153
379,383
647,131
454,405
906,51
205,254
236,380
801,255
240,965
838,141
322,864
201,490
916,515
355,449
435,350
397,555
330,201
660,574
895,433
475,109
440,244
168,421
177,840
421,784
479,408
696,892
130,149
604,783
426,505
66,521
403,495
778,352
697,400
717,271
638,931
542,985
598,962
278,293
408,110
733,858
80,253
776,374
215,376
71,754
287,399
989,941
462,554
531,952
909,230
31,954
892,288
372,2
849,390
167,836
430,22
226,393
943,306
105,223
600,190
315,714
690,812
930,193
544,236
244,505
364,827
911,938
421,931
144,137
102,573
827,585
550,899
324,576
286,30
744,439
524,528
714,978
409,541
266,134
802,478
967,905
901,979
434,851
205,304
701,245
59,269
14,712
292,348
643,471
243,278
583,67
239,876
578,799
394,248
141,190
867,299
355,717
410,338
508,686
238,878
820,716
594,836
53,903
929,5
731,943
528,559
278,523
480,686
146,639
444,248
56,366
385,477
320,774
432,5
335,14
996,880
204,348
430,283
565,477
948,791
539,735
234,507
583,530
462,963
594,166
678,778
283,31
750,546
910,323
146,208
686,243
229,89
494,944
406,542
470,859
381,855
477,858
838,676
16,917
680,261
756,786
391,934
655,605
305,65
368,346
56,298
627,357
114,311
256,245
477,935
781,987
949,428
622,1
663,276
929,350
315,367
933,579
726,997
304,134
205,881
339,502
780,78
522,177
635,841
462,204
712,172
15,698
646,973
982,855
149,643
229,808
91,354
559,629
677,375
663,717
288,597
461,451
107,683
37,629
989,528
69,976
559,359
518,140
216,236
496,254
851,32
867,636
949,583
796,432
883,396
992,550
407,370
974,796
150,959
665,950
594,715
913,453
582,518
464,563
355,254
34,568
232,826
85,488
577,171
206,483
831,249
849,407
897,852
111,345
136,615
196,478
675,562
19,207
929,61
532,528
301,822
134,841
76,325
692,125
410,262
283,221
126,307
89,165
368,714
243,645
937,18
456,393
878,458
877,546
924,530
226,963
246,490
527,59
283,222
589,144
102,284
452,558
751,335
607,276
856,183
199,918
272,186
833,183
128,343
847,981
208,912
148,843
390,630
611,949
396,336
653,190
584,426
331,343
538,487
384,30
466,715
212,122
244,532
543,706
96,182
280,969
71,792
873,509
421,839
245,436
337,935
645,803
267,899
209,167
701,44
439,293
995,844
974,897
274,855
839,127
672,432
398,965
650,678
594,881
35,268
162,925
87,881
570,570
46,199
775,559
831,2
89,33
981,71
578,140
486,876
3,985
756,103
415,840
463,729
280,712
883,827
347,759
798,960
789,917
300,586
704,522
372,687
479,60
507,450
313,905
797,708
681,591
732,229
681,198
877,496
990,600
155,448
393,752
472,610
164,371
683,337
78,1000
616,345
523,490
818,321
137,506
502,589
15,161
995,599
474,116
639,923
21,714
999,349
620,663
493,663
657,775
802,286
379,937
500,143
226,545
488,518
467,201
71,941
985,220
895,294
273,350
877,871
296,62
304,775
747,248
564,604
257,69
276,758
549,690
341,375
632,552
255,428
589,925
765,312
126,599
55,886
750,654
302,327
504,494
241,461
219,946
561,43
787,37
738,101
460,355
777,723
79,615
132,667
48,879
754,171
11,766
586,28
449,460
272,936
635,961
666,696
91,396
949,513
834,300
505,217
917,232
352,55
735,475
409,931
260,941
321,584
778,495
341,340
640,202
993,732
504,459
978,792
670,979
302,200
816,789
705,236
860,358
201,838
802,709
63,146
572,459
868,328
124,139
393,257
788,462
315,932
965,90
528,819
399,12
109,683
714,539
151,841
486,183
363,983
45,206
820,792
54,728
643,781
518,416
828,443
230,86
677,618
696,325
210,133
390,557
912,398
279,423
936,1000
598,892
200,530
263,694
946,574
181,38
276,502
51,91
743,380
31,130
629,259
145,676
341,116
745,345
898,500
354,891
631,913
725,141
718,648
349,2
132,549
829,626
776,442
790,827
922,43
184,323
632,776
119,497
42,908
170,583
897,1
80,494
27,595
59,797
38,949
228,537
874,468
595,402
266,678
422,800
956,960
555,133
466,685
664,512
391,669
101,948
61,43
370,361
459,822
465,400
131,647
126,544
622,902
485,281
457,208
140,557
126,885
530,501
559,423
183,486
475,113
902,324
453,480
226,191
211,860
263,492
614,137
831,842
573,179
959,381
967,418
966,749
725,393
837,776
184,817
114,292
865,715
337,802
453,496
687,56
317,59
911,559
214,207
693,353
670,653
617,765
999,353
747,70
53,817
459,577
263,349
193,639
613,438
370,944
617,463
884,805
822,1000
593,820
984,771
834,577
870,961
519,230
136,180
839,586
635,509
986,462
301,422
986,342
49,67
895,991
555,141
186,451
987,545
896,910
148,926
733,848
817,501
391,519
342,518
422,934
473,584
263,199
447,35
559,996
456,144
734,446
54,948
58,523
88,585
333,726
518,630
372,342
962,959
892,576
165,317
243,592
848,707
744,496
172,637
605,826
128,968
643,494
219,426
793,182
883,32
355,582
546,27
829,546
442,513
137,86
63,978
344,876
259,35
606,60
387,537
319,902
108,390
780,525
801,302
184,636
610,558
604,525
273,125
946,844
941,895
854,674
79,288
69,677
952,281
958,546
319,966
727,599
921,757
25,134
928,900
858,458
786,648
390,74
119,110
663,132
824,859
21,172
370,902
60,462
919,915
309,545
48,542
149,133
571,701
664,919
52,257
0,65
617,19
689,692
618,301
953,947
2,653
21,620
4,653
49,328
636,163
633,387
831,278
945,825
80,145
175,890
533,745
836,918
112,677
937,45
950,667
83,126
605,606
637,55
103,34
277,156
591,807
34,609
974,369
561,302
949,503
175,793
580,180
677,370
708,911
237,275
877,569
892,620
505,747
376,934
700,398
811,193
224,649
349,689
963,608
482,564
160,476
270,581
783,509
79,297
379,506
93,728
279,25
509,682
62,188
150,442
676,282
278,525
517,986
76,106
865,971
755,183
977,55
203,414
316,68
218,205
850,803
737,221
416,709
898,200
645,797
65,977
558,615
346,815
405,402
381,19
865,826
461,40
611,725
179,187
263,112
42,440
531,894
799,781
926,681
787,847
841,938
892,139
457,184
506,297
836,771
625,790
260,666
244,387
288,519
803,212
560,287
58,658
640,164
105,374
31,396
735,923
249,524
599,740
601,229
285,577
238,986
571,518
997,170
577,785
718,232
876,796
989,631
76,351
348,492
150,703
866,227
600,776
952,759
291,323
861,116
508,38
790,435
444,512
865,143
967,160
355,419
865,190
714,835
202,120
309,306
358,414
883,410
537,122
779,339
328,848
958,863
92,229
413,797
398,754
509,308
217,755
403,711
698,855
279,983
106,136
718,794
85,888
180,629
265,253
40,249
678,538
728,617
726,212
781,299
990,230
482,987
698,909
547,179
440,248
77,813
288,413
457,430
618,184
236,428
803,298
326,230
767,558
387,443
660,684
518,399
236,867
392,212
76,276
483,503
353,980
884,718
13,535
951,450
438,97
849,8
732,697
648,313
955,752
265,327
708,650
52,372
556,63
285,883
848,613
864,326
157,920
319,218
116,194
313,375
431,366
989,227
932,258
88,815
794,965
544,588
719,220
241,457
563,160
266,548
541,513
614,847
711,886
653,17
724,655
197,749
410,198
215,331
581,628
154,282
978,245
784,257
632,816
479,238
804,233
345,151
721,413
409,755
333,368
2,682
60,285
211,345
919,538
199,486
423,499
157,343
658,324
925,492
895,958
643,530
489,568
385,290
307,56
877,557
479,127
336,697
853,499
238,548
101,480
729,456
498,198
835,591
651,194
491,577
310,10
830,170
26,860
98,481
991,291
920,255
594,862
265,938
922,343
382,177
98,647
234,719
675,359
729,434
973,526
920,244
184,174
412,19
755,600
105,103
760,334
927,873
261,951
519,671
856,910
755,869
183,74
735,347
328,723
335,307
302,935
228,560
920,227
981,489
415,428
350,190
168,918
29,722
993,36
673,84
72,659
689,282
357,270
154,600
924,71
161,869
517,33
553,37
215,783
872,486
207,455
682,962
596,407
581,136
765,440
950,756
553,891
263,365
20,478
211,863
226,89
932,599
629,644
673,583
538,32
172,203
264,263
538,496
193,8
209,946
686,689
891,387
313,950
569,292
241,355
591,175
566,974
384,735
641,1000
953,492
451,269
713,594
853,642
1000,265
937,234
760,795
329,46
214,868
931,285
444,793
283,822
505,968
304,84
3,536
693,600
665,185
814,626
809,162
233,117
733,189
104,704
828,86
196,719
220,210
282,978
414,617
607,478
74,591
367,298
757,548
121,151
140,534
521,810
257,641
802,626
783,784
272,611
752,719
192,118
326,821
810,360
813,540
72,396
799,786
245,123
93,815
928,773
883,7
559,102
131,845
148,843
841,485
312,250
621,405
680,394
63,23
251,930
927,93
1,587
29,155
195,381
209,928
310,849
245,520
949,890
195,555
531,650
182,121
929,495
5,619
693,372
608,798
910,960
50,628
589,65
968,15
100,730
580,238
397,706
432,588
481,661
15,365
403,663
198,440
858,789
223,325
190,615
986,721
122,96
703,192
282,259
458,280
81,194
100,123
719,614
291,643
302,686
850,368
886,914
924,313
132,948
73,573
803,893
71,82
318,823
674,181
667,595
461,783
351,583
740,242
531,576
255,38
861,132
231,203
557,432
243,270
147,830
105,374
618,179
388,34
431,931
976,484
260,176
786,746
893,336
889,18
492,805
403,255
372,949
912,274
873,190
892,230
269,397
612,557
126,660
304,121
489,54
628,750
509,111
623,49
46,204
217,157
660,455
663,428
144,717
653,473
537,635
514,767
224,719
636,709
751,722
571,68
817,459
342,911
792,182
542,963
659,778
139,864
348,416
607,817
255,326
438,40
602,416
75,109
35,435
437,176
107,228
788,729
774,661
164,192
683,909
433,411
137,748
290,890
214,519
127,867
611,508
788,918
636,392
450,144
25,497
551,858
745,511
201,82
548,604
33,309
159,222
360,975
984,119
313,12
433,69
28,151
947,97
649,862
817,363
97,618
552,224
734,143
614,844
640,558
627,748
697,530
392,586
708,360
204,262
601,33
523,577
961,160
235,973
243,387
781,395
120,460
327,776
485,714
123,975
579,444
530,185
384,618
750,610
769,194
633,595
766,246
993,758
692,982
809,380
72,769
96,967
209,994
42,355
790,536
353,591
343,421
136,54
540,152
0,170
688,493
932,902
163,496
753,803
104,418
32,409
322,96
528,292
963,930
274,801
644,334
308,117
372,621
298,863
623,941
580,556
194,665
268,541
430,653
644,106
725,133
837,720
930,956
713,264
299,372
367,257
790,592
930,921
749,767
756,689
576,78
914,792
191,772
902,449
151,608
969,271
399,445
714,547
104,689
276,777
783,344
701,712
926,611
86,103
880,508
754,189
350,216
300,375
166,797
125,663
398,12
164,106
149,327
924,497
276,190
512,928
826,258
483,991
22,656
316,181
76,880
837,389
118,964
497,478
460,321
797,59
45,805
130,894
52,881
558,218
889,113
848,230
753,919
486,756
802,72
349,200
769,574
640,355
797,753
929,11
53,372
337,90
395,680
167,383
94,390
269,994
69,666
970,729
205,787
249,248
937,437
586,89
706,940
834,262
50,299
687,93
310,104
465,782
757,887
773,5
376,1
275,886
21,14
169,877
207,975
671,809
642,612
886,309
74,450
388,385
294,284
587,45
178,64
935,263
720,168
903,927
584,780
30,327
367,414
197,603
896,726
419,356
84,13
243,730
856,498
99,312
687,472
582,665
720,718
326,504
826,555
121,520
312,181
145,852
273,608
268,305
54,934
194,381
181,286
851,961
465,133
269,468
340,384
822,688
909,655
520,313
363,98
985,363
7,584
939,305
858,364
201,588
49,682
55,743
122,626
360,818
642,0
822,382
910,770
120,322
35,388
960,542
367,611
712,244
966,225
615,107
518,740
72,265
629,646
95,613
789,989
297,321
504,460
922,157
267,727
489,250
303,554
123,678
888,456
190,684
862,527
620,783
866,813
828,355
655,688
177,735
866,616
646,702
284,998
355,474
32,580
135,829
970,976
316,518
188,755
239,884
14,773
227,957
527,422
139,348
104,533
255,486
465,509
852,394
594,959
882,378
306,679
136,681
731,70
878,225
18,387
872,514
802,168
540,303
345,425
818,942
69,351
113,24
236,694
232,569
898,404
151,697
204,395
829,578
868,443
977,747
403,787
768,717
35,571
693,862
911,236
130,39
285,178
509,877
50,745
567,342
35,728
51,420
56,917
150,292
514,352
549,924
319,880
540,844
587,495
856,514
90,762
281,17
810,704
87,408
787,202
565,298
966,36
298,54
207,131
34,67
179,917
625,381
288,143
995,450
235,52
26,920
439,931
870,193
609,272
999,560
810,219
600,700
759,768
437,472
482,10
548,560
20,176
4,110
516,816
340,299
345,67
32,165
54,222
696,621
499,618
957,109
700,382
981,811
339,811
781,122
456,282
955,428
513,92
578,943
753,891
717,626
189,228
940,327
987,615
753,297
146,131
767,146
582,93
473,101
536,178
207,824
449,697
450,534
780,486
9,283
701,181
991,872
363,874
699,906
297,369
436,423
126,595
475,659
530,780
718,985
502,541
155,171
999,765
159,950
319,98
786,112
810,464
898,685
842,738
240,918
60,772
338,939
334,710
221,412
633,157
342,344
298,223
366,397
921,282
405,424
484,795
697,514
540,861
637,185
240,473
849,13
37,866
716,726
311,37
707,14
196,166
379,7
571,410
142,42
984,806
379,234
208,630
829,146
101,193
335,436
30,858
580,889
533,247
287,871
713,61
668,704
803,305
261,800
346,1
83,751
496,708
532,809
867,780
833,772
922,838
526,233
530,588
845,872
68,273
173,935
309,183
405,502
251,90
410,491
764,967
91,740
458,589
183,573
892,813
656,727
907,986
462,53
701,491
298,337
913,54
424,683
985,403
516,797
355,63
120,529
81,248
629,69
142,74
851,634
357,219
548,187
510,262
538,374
92,309
683,761
346,992
286,87
740,904
162,550
881,54
412,624
933,657
724,371
572,340
510,832
452,876
585,640
870,907
606,612
427,914
309,460
338,774
409,860
956,525
806,301
132,121
708,167
68,859
907,646
722,322
275,214
217,790
611,201
665,385
921,129
218,93
990,327
928,583
901,120
595,232
204,220
635,874
624,18
88,501
596,675
108,978
457,772
602,148
299,36
265,922
198,22
153,765
159,90
314,152
536,993
797,910
946,994
397,210
179,247
710,564
186,137
465,288
295,494
876,270
887,414
316,558
554,859
769,766
760,321
503,975
21,806
758,303
651,205
171,787
118,127
555,947
427,758
746,993
962,51
952,124
645,439
475,566
303,621
718,321
293,426
717,302
731,96
845,346
241,750
991,283
323,404
570,467
106,364
707,648
559,319
595,72
141,59
87,33
687,290
768,48
356,655
660,936
496,78
484,92
464,831
572,136
871,297
79,806
570,624
266,304
122,907
951,132
41,530
775,541
617,320
801,486
786,563
51,439
288,231
7,787
102,551
912,337
31,436
52,565
467,249
412,769
351,368
274,241
774,474
908,694
198,577
343,31
509,343
825,660
801,712
865,265
500,791
755,369
747,717
778,998
743,115
